,0,1,2,3
0,1036.3259328752756,37.500271999999995,139.891672,1487045198757
1,1491.1271929135692,37.500279,139.891704,1487045200757
2,2155.0173955804203,37.5003,139.891707,1487045202757
3,3979.8894168771803,37.500303,139.89173300000002,1487045204757
4,6249.690660684428,37.500302000000005,139.891771,1487045206757
5,5070.207697519159,37.500303,139.891806,1487045208757
6,1155.1578835235123,37.500308000000004,139.891849,1487045210757
7,1364.2506853665836,37.500322,139.891899,1487045212757
8,1240.0588910189108,37.500333000000005,139.89197,1487045214757
9,1403.0737712348346,37.500332,139.892057,1487045216757
10,2595.814339585195,37.50034,139.892119,1487045218757
11,1973.4927738048136,37.50034,139.89216399999998,1487045220757
12,410.3577162692418,37.500321,139.89219,1487045222757
13,496.5377413688693,37.500305,139.892193,1487045224757
14,513.5520098065172,37.5003,139.892208,1487045226757
15,979.0059095621691,37.500298,139.892244,1487045228757
16,940.272563735256,37.500303,139.89228,1487045230757
17,150.4719939520328,37.500312,139.892295,1487045232757
18,717.581110652769,37.500316999999995,139.892295,1487045234757
19,3099.3997156854166,37.500316999999995,139.892295,1487045236757
20,3499.2886068820953,37.500316,139.892323,1487045238757
21,796.6778872342693,37.500265999999996,139.892364,1487045240757
22,503.57699353341013,37.500201000000004,139.892403,1487045242757
23,592.361051438962,37.500093,139.892422,1487045244757
24,964.4842429887831,37.499943,139.89241299999998,1487045246757
25,1256.9754651077674,37.499777,139.892423,1487045248757
26,1363.9880627197126,37.499588,139.892446,1487045250757
27,2531.4033153732453,37.499392,139.892476,1487045252757
28,16162.19526973,37.499178,139.892501,1487045254757
29,14938.497059106827,37.498971999999995,139.892526,1487045256757
30,8480.8920256212,37.498785999999996,139.892549,1487045258757
31,7297.287764065899,37.498611,139.89258,1487045260757
32,13767.722229003906,37.498438,139.892599,1487045262757
33,12971.811314556748,37.498273,139.892644,1487045264757
34,7859.6032930130605,37.498119,139.892724,1487045266757
35,7471.718384448672,37.497971,139.892828,1487045268757
36,5102.077094940527,37.497826,139.89293999999998,1487045270757
37,19335.00519209192,37.497673999999996,139.893056,1487045272757
38,30507.582701940322,37.497513,139.893176,1487045274757
39,14118.415333423996,37.497361,139.893298,1487045276757
40,7739.623177201487,37.497206,139.893421,1487045278757
41,8317.728898992995,37.497044,139.893546,1487045280757
42,6216.4403776659165,37.496879,139.893673,1487045282757
43,3067.762141012645,37.496716,139.893806,1487045284757
44,5965.314851725998,37.496549,139.893945,1487045286757
45,6931.0312464815215,37.496386,139.894071,1487045288757
46,8738.881893376878,37.496228,139.894177,1487045290757
47,11899.255725578405,37.49609,139.894252,1487045292757
48,12226.257982245239,37.495982,139.894322,1487045294757
49,7510.350293247262,37.495869,139.894389,1487045296757
50,3020.4337770869606,37.495762,139.894455,1487045298757
51,1540.124430331649,37.495670000000004,139.89451599999998,1487045300757
52,764.641882826345,37.495607,139.894555,1487045302757
53,240.26300829375396,37.495564,139.894587,1487045304757
54,653.1187749089768,37.495540000000005,139.894588,1487045306757
55,1393.6010933818907,37.495521999999994,139.89459399999998,1487045308757
56,1446.8599962743465,37.495477,139.894607,1487045310757
57,4658.448871994915,37.495447,139.894579,1487045312757
58,4124.616213352419,37.495433,139.894542,1487045314757
59,977.3969047673891,37.495443,139.894504,1487045316757
60,888.4325279549557,37.495453000000005,139.894469,1487045318757
61,1207.236157534193,37.495459999999994,139.89444,1487045320757
62,1004.0437452877086,37.495467,139.89443300000002,1487045322757
63,169.6612978134217,37.495468,139.894425,1487045324757
64,129.56785592498272,37.495468,139.894425,1487045326757
65,172.3951750088927,37.495468,139.894425,1487045328757
66,256.16964479475064,37.495468,139.894425,1487045330757
67,211.34978688892807,37.495468,139.894425,1487045332757
68,83.94103276828537,37.495468,139.894425,1487045334757
69,81.65350589600075,37.495468,139.894425,1487045336757
70,71.62807223749405,37.495468,139.894425,1487045338757
71,73.11845319037184,37.495468,139.894425,1487045340757
72,83.96929222472045,37.495468,139.894425,1487045342757
73,90.26790326206537,37.495468,139.894425,1487045344757
74,83.41474432418181,37.495468,139.894425,1487045346757
75,67.54369748065164,37.495468,139.894425,1487045348757
76,61.23830863260446,37.495468,139.894425,1487045350757
77,67.0339225587386,37.495468,139.894425,1487045352757
78,67.43061448287699,37.495468,139.894425,1487045354757
79,60.58739592373604,37.495468,139.894425,1487045356757
80,63.38311602914837,37.495468,139.894425,1487045358757
81,63.01034830585763,37.495468,139.894425,1487045360757
82,74.15692664108155,37.495468,139.894425,1487045362757
83,70.018205461246,37.495468,139.894425,1487045364757
84,68.20855767804551,37.495468,139.894425,1487045366757
85,59.71640020950167,37.495468,139.894425,1487045368757
86,73.95777574304157,37.495468,139.894425,1487045370757
87,70.67241473369359,37.495468,139.894425,1487045372757
88,61.661321305469755,37.495468,139.894425,1487045374757
89,62.286497088734905,37.495468,139.894425,1487045376757
90,60.23472955662237,37.495468,139.894425,1487045378757
91,64.43220000003294,37.495468,139.894425,1487045380757
92,75.99742873222658,37.495468,139.894425,1487045382757
93,73.04023691907423,37.495468,139.894425,1487045384757
94,61.934901773929596,37.495468,139.894425,1487045386757
95,65.3621984956053,37.495468,139.894425,1487045388757
96,65.4703396369232,37.495468,139.894425,1487045390757
97,63.4148947760425,37.495468,139.894425,1487045392757
98,63.145260434623424,37.495468,139.894425,1487045394757
99,71.94402256937701,37.495468,139.894425,1487045396757
100,64.65172093750971,37.495468,139.894425,1487045398757
101,66.12580959278512,37.495468,139.894425,1487045400757
102,67.60117623182396,37.495468,139.894425,1487045402757
103,64.23702018958375,37.495468,139.894425,1487045404857
104,61.76566804323011,37.495468,139.894425,1487045406857
105,62.96600244479487,37.495468,139.894425,1487045408857
106,67.7454667289212,37.495468,139.894425,1487045410857
107,69.55827499520092,37.495468,139.894425,1487045412857
108,67.08023280444104,37.495468,139.894425,1487045414857
109,65.22453675046654,37.495468,139.894425,1487045416857
110,66.69879560149639,37.495468,139.894425,1487045418857
111,74.7997766011622,37.495468,139.894425,1487045420887
112,78.54987681290731,37.495468,139.894425,1487045422857
113,65.36563727236717,37.495468,139.894425,1487045424857
114,68.0369320090258,37.495468,139.894425,1487045426857
115,68.7008894288092,37.495468,139.894425,1487045428857
116,61.445125124575725,37.495468,139.894425,1487045430857
117,63.351557784710394,37.495468,139.894425,1487045432857
118,71.22396662515621,37.495468,139.894425,1487045434857
119,79.6538069447306,37.495468,139.894425,1487045436857
120,71.33590035624002,37.495468,139.894425,1487045438857
121,65.2416980170974,37.495468,139.894425,1487045440857
122,64.709060673159,37.495468,139.894425,1487045442857
123,65.56244571563093,37.495468,139.894425,1487045444857
124,62.11983501074519,37.495468,139.894425,1487045446857
125,63.9122920330592,37.495468,139.894425,1487045448857
126,66.51615365161797,37.495468,139.894425,1487045450857
127,64.25724650625853,37.495468,139.894425,1487045452857
128,65.33459903552375,37.495468,139.894425,1487045454857
129,60.86262604274657,37.495468,139.894425,1487045456857
130,60.6294556552823,37.495468,139.894425,1487045458857
131,66.89727179939291,37.495468,139.894425,1487045460857
132,66.29285053577405,37.495468,139.894425,1487045462857
133,68.85896208441409,37.495468,139.894425,1487045464857
134,75.96369507891723,37.495468,139.894425,1487045466857
135,78.57849877164062,37.495468,139.894425,1487045468857
136,73.11023337788447,37.495468,139.894425,1487045470857
137,76.13065750809619,37.495468,139.894425,1487045472857
138,77.28115087957121,37.495468,139.894425,1487045474857
139,71.40536564841113,37.495468,139.894425,1487045476857
140,74.34927323094234,37.495468,139.894425,1487045478857
141,73.0188843212236,37.495468,139.894425,1487045480857
142,62.70998184229484,37.495468,139.894425,1487045482857
143,57.52469562695501,37.495468,139.894425,1487045484857
144,58.960932031917764,37.495468,139.894425,1487045486857
145,61.40790246859274,37.495468,139.894425,1487045488857
146,57.96015639289385,37.495468,139.894425,1487045490857
147,61.56492700311014,37.495468,139.894425,1487045492857
148,59.55138260739568,37.495468,139.894425,1487045494857
149,62.474245613128915,37.495468,139.894425,1487045496857
150,58.62825526510369,37.495468,139.894425,1487045498857
151,64.78985186310547,37.495468,139.894425,1487045500857
152,78.71679610027877,37.495468,139.894425,1487045502857
153,71.00865603570946,37.495468,139.894425,1487045504857
154,69.5689016734832,37.495468,139.894425,1487045506857
155,56.411778255679565,37.495468,139.894425,1487045508857
156,54.463711955908366,37.495468,139.894425,1487045510857
157,62.61253706430671,37.495468,139.894425,1487045512857
158,68.3148654394472,37.495468,139.894425,1487045514857
159,64.05083711772113,37.495468,139.894425,1487045516857
160,60.90586036629452,37.495468,139.894425,1487045518857
161,69.86791015172003,37.495468,139.894425,1487045520857
162,66.04205038295277,37.495468,139.894425,1487045522857
163,66.96594654666933,37.495468,139.894425,1487045524857
164,69.37520376429893,37.495468,139.894425,1487045526857
165,63.78543556974387,37.495468,139.894425,1487045528857
166,61.0874928921769,37.495468,139.894425,1487045530857
167,61.45882111587184,37.495468,139.894425,1487045532857
168,63.01470880317561,37.495468,139.894425,1487045534857
169,59.88429552016919,37.495468,139.894425,1487045536857
170,64.3900272342762,37.495468,139.894425,1487045538857
171,65.295291434305,37.495468,139.894425,1487045540857
172,67.22553041109131,37.495468,139.894425,1487045542857
173,68.10500856155068,37.495468,139.894425,1487045544857
174,64.78071735357298,37.495468,139.894425,1487045546857
175,66.96405794922975,37.495468,139.894425,1487045548857
176,59.29949966332424,37.495468,139.894425,1487045550857
177,65.12101627189259,37.495468,139.894425,1487045552857
178,69.49302145014462,37.495468,139.894425,1487045554857
179,67.27850870104248,37.495468,139.894425,1487045556857
180,65.81750259737964,37.495468,139.894425,1487045558857
181,62.40313819673702,37.495468,139.894425,1487045560857
182,61.64720591169703,37.495468,139.894425,1487045562857
183,60.850588648845815,37.495468,139.894425,1487045564857
184,65.39949014881222,37.495468,139.894425,1487045566857
185,72.95394923541699,37.495468,139.894425,1487045568857
186,67.92650204354231,37.495468,139.894425,1487045570857
187,61.40029488829555,37.495468,139.894425,1487045572857
188,58.45221479552856,37.495468,139.894425,1487045574857
189,68.17806424501123,37.495468,139.894425,1487045576857
190,83.0778140304401,37.495468,139.894425,1487045578857
191,79.00482572388137,37.495468,139.894425,1487045580857
192,66.26857981625017,37.495468,139.894425,1487045582857
193,81.20638243926896,37.495468,139.894425,1487045584857
